source_label,source_site,source_url,scraped_at,category_name,league_name,sport_name,match_date,match_time,home_team,away_team,match_status,market_type,selection_name,odds,handicap_or_line,raw_text
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:42-04:00,TODAY,NBA,Basketball,2026-04-12,18:00,Miami Heat,Atlanta Hawks,Scheduled,Winner (Incl. Overtime),Miami Heat,2.86,,Winner (Incl. Overtime) 1 2.86 2 1.37
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:42-04:00,TODAY,NBA,Basketball,2026-04-12,18:00,Miami Heat,Atlanta Hawks,Scheduled,Winner (Incl. Overtime),Atlanta Hawks,1.37,,Winner (Incl. Overtime) 1 2.86 2 1.37
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:46-04:00,TODAY,NBA,Basketball,2026-04-12,18:00,New York Knicks,Charlotte Hornets,Scheduled,Handicap (Incl. Overtime),New York Knicks,1.97,+ 7.5,Handicap (Incl. Overtime) New York Knicks Charlotte Hornets + 7.5 1.97 - 7.5 1.89
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:46-04:00,TODAY,NBA,Basketball,2026-04-12,18:00,New York Knicks,Charlotte Hornets,Scheduled,Handicap (Incl. Overtime),Charlotte Hornets,1.89,- 7.5,Handicap (Incl. Overtime) New York Knicks Charlotte Hornets + 7.5 1.97 - 7.5 1.89
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:46-04:00,TODAY,NBA,Basketball,2026-04-12,18:00,New York Knicks,Charlotte Hornets,Scheduled,Over / Under (Incl. Overtime),Over,1.92,215.5,Over / Under (Incl. Overtime) Over Under 215.5 1.92 215.5 1.92
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:46-04:00,TODAY,NBA,Basketball,2026-04-12,18:00,New York Knicks,Charlotte Hornets,Scheduled,Over / Under (Incl. Overtime),Under,1.92,215.5,Over / Under (Incl. Overtime) Over Under 215.5 1.92 215.5 1.92
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:46-04:00,TODAY,NBA,Basketball,2026-04-12,18:00,New York Knicks,Charlotte Hornets,Scheduled,Winner (Incl. Overtime),New York Knicks,3.05,,Winner (Incl. Overtime) 1 3.05 2 1.33
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:46-04:00,TODAY,NBA,Basketball,2026-04-12,18:00,New York Knicks,Charlotte Hornets,Scheduled,Winner (Incl. Overtime),Charlotte Hornets,1.33,,Winner (Incl. Overtime) 1 3.05 2 1.33
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:49-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Los Angeles Clippers,Golden State Warriors,Scheduled,Handicap (Incl. Overtime),Los Angeles Clippers,1.99,- 9.5,Handicap (Incl. Overtime) Los Angeles Clippers Golden State Warriors - 9.5 1.99 + 9.5 1.87
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:49-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Los Angeles Clippers,Golden State Warriors,Scheduled,Handicap (Incl. Overtime),Golden State Warriors,1.87,+ 9.5,Handicap (Incl. Overtime) Los Angeles Clippers Golden State Warriors - 9.5 1.99 + 9.5 1.87
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:49-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Los Angeles Clippers,Golden State Warriors,Scheduled,Over / Under (Incl. Overtime),Over,1.95,224.5,Over / Under (Incl. Overtime) Over Under 224.5 1.95 224.5 1.89
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:49-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Los Angeles Clippers,Golden State Warriors,Scheduled,Over / Under (Incl. Overtime),Under,1.89,224.5,Over / Under (Incl. Overtime) Over Under 224.5 1.95 224.5 1.89
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:49-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Los Angeles Clippers,Golden State Warriors,Scheduled,Winner (Incl. Overtime),Los Angeles Clippers,1.25,,Winner (Incl. Overtime) 1 1.25 2 3.60
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:49-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Los Angeles Clippers,Golden State Warriors,Scheduled,Winner (Incl. Overtime),Golden State Warriors,3.60,,Winner (Incl. Overtime) 1 1.25 2 3.60
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:53-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Oklahoma City Thunder,Phoenix Suns,Scheduled,Handicap (Incl. Overtime),Oklahoma City Thunder,1.86,- 5.5,Handicap (Incl. Overtime) Oklahoma City Thunder Phoenix Suns - 5.5 1.86 + 5.5 2.00
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:53-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Oklahoma City Thunder,Phoenix Suns,Scheduled,Handicap (Incl. Overtime),Phoenix Suns,2.00,+ 5.5,Handicap (Incl. Overtime) Oklahoma City Thunder Phoenix Suns - 5.5 1.86 + 5.5 2.00
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:53-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Oklahoma City Thunder,Phoenix Suns,Scheduled,Over / Under (Incl. Overtime),Over,1.92,215.5,Over / Under (Incl. Overtime) Over Under 215.5 1.92 215.5 1.92
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:53-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Oklahoma City Thunder,Phoenix Suns,Scheduled,Over / Under (Incl. Overtime),Under,1.92,215.5,Over / Under (Incl. Overtime) Over Under 215.5 1.92 215.5 1.92
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:53-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Oklahoma City Thunder,Phoenix Suns,Scheduled,Winner (Incl. Overtime),Oklahoma City Thunder,1.36,,Winner (Incl. Overtime) 1 1.36 2 2.92
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:53-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Oklahoma City Thunder,Phoenix Suns,Scheduled,Winner (Incl. Overtime),Phoenix Suns,2.92,,Winner (Incl. Overtime) 1 1.36 2 2.92
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:57-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Portland Trail Blazers,Sacramento Kings,Scheduled,Handicap (Incl. Overtime),Portland Trail Blazers,1.93,- 16.5,Handicap (Incl. Overtime) Portland Trail Blazers Sacramento Kings - 16.5 1.93 + 16.5 1.93
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:57-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Portland Trail Blazers,Sacramento Kings,Scheduled,Handicap (Incl. Overtime),Sacramento Kings,1.93,+ 16.5,Handicap (Incl. Overtime) Portland Trail Blazers Sacramento Kings - 16.5 1.93 + 16.5 1.93
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:57-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Portland Trail Blazers,Sacramento Kings,Scheduled,Over / Under (Incl. Overtime),Over,1.92,228.5,Over / Under (Incl. Overtime) Over Under 228.5 1.92 228.5 1.92
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:57-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Portland Trail Blazers,Sacramento Kings,Scheduled,Over / Under (Incl. Overtime),Under,1.92,228.5,Over / Under (Incl. Overtime) Over Under 228.5 1.92 228.5 1.92
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:57-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Portland Trail Blazers,Sacramento Kings,Scheduled,Winner (Incl. Overtime),Portland Trail Blazers,1.06,,Winner (Incl. Overtime) 1 1.06 2 7.50
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:02:57-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,Portland Trail Blazers,Sacramento Kings,Scheduled,Winner (Incl. Overtime),Sacramento Kings,7.50,,Winner (Incl. Overtime) 1 1.06 2 7.50
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:03:00-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,San Antonio Spurs,Denver Nuggets,Scheduled,Handicap (Incl. Overtime),San Antonio Spurs,1.99,- 1.5,Handicap (Incl. Overtime) San Antonio Spurs Denver Nuggets - 1.5 1.99 + 1.5 1.87
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:03:00-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,San Antonio Spurs,Denver Nuggets,Scheduled,Handicap (Incl. Overtime),Denver Nuggets,1.87,+ 1.5,Handicap (Incl. Overtime) San Antonio Spurs Denver Nuggets - 1.5 1.99 + 1.5 1.87
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:03:00-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,San Antonio Spurs,Denver Nuggets,Scheduled,Over / Under (Incl. Overtime),Over,1.89,238.5,Over / Under (Incl. Overtime) Over Under 238.5 1.89 238.5 1.95
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:03:00-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,San Antonio Spurs,Denver Nuggets,Scheduled,Over / Under (Incl. Overtime),Under,1.95,238.5,Over / Under (Incl. Overtime) Over Under 238.5 1.89 238.5 1.95
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:03:00-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,San Antonio Spurs,Denver Nuggets,Scheduled,Winner (Incl. Overtime),San Antonio Spurs,1.81,,Winner (Incl. Overtime) 1 1.81 2 1.89
SPORTS PLUS,sportsplus,https://www.sportsplus.ph/sbk/l/339/matches,2026-04-11T05:03:00-04:00,TODAY,NBA,Basketball,2026-04-12,20:30,San Antonio Spurs,Denver Nuggets,Scheduled,Winner (Incl. Overtime),Denver Nuggets,1.89,,Winner (Incl. Overtime) 1 1.81 2 1.89
PLAYTIME,playtime,https://px4gtyp.auremi88.com/en/compact/sports/basketball,2026-04-11T05:03:30-04:00,Basketball,NBA,Basketball,,,,,none as of this moment,,,,,NBA not available as of this moment
